AlgaeBloomReportID,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost,TypeofSign_new,days_ago_label
1715,5,17,39.0094,-122.67383,2018-01-23,No,No,Lake,Clear Lake - Elem Indian Colony (ELEM01),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.24 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.20 ug/L (below Caution, no advisory)10/03/2018: 0.13 ug/L (below Caution; no advisory)09/18/2018: 0.15 ug/L (below Caution but Caution remains until non-detect)09/04/2018: 0.10 ug/L (below Caution but Caution remains until non-detect)08/21/2018: 1.7 ug/L (Caution level)08/07/2018: 3.7 ug/L (Caution level)07/17/2018: 4.9 ug/L (above Caution advisory level)07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - 0.12 ug/L*12/19/2017 - 0.10 ug/L**(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",none,Clear Lake - Elem Indian Colony (ELEM01),2018-12-11,Analytical,TRUE,Historical,>90 days
1716,5,17,39.01929,-122.67514,2018-01-23,No,No,Lake,Clear Lake - Clearlake oaks near Water Intake (CLOAKS01),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.29 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.12 ug/L (below Caution, no advisory)10/03/2018: Non-Detect (no advisory)09/18/2018: 0.15 ug/L (below Caution, no advisory)09/14/2018: Non-Detect ( downgrade to Caution sign and remain until second non-detect)08/21/2018: 3.1 ug/L (Caution level but danger remain posted)08/07/2018: Not sampled due to fire in area (Danger advisory remain in place)07/17/2018: 480 ug/L (ABOVE DANGER ADVISORY LEVEL)07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.10 ug/L**(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",none,Clear Lake - Clearlake Oaks near Water Intake (CLOAKS01),2018-12-11,Analytical,TRUE,Historical,>90 days
1717,5,17,39.026636,-122.7348,2018-01-23,No,No,Lake,Clear Lake - Glenhaven Site (GH),Lake County,Lake County,Yes,"10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.11 ug/L (below Caution, no advisory)10/03/2018: Non-Detect (no advisory)09/18/2018: 0.13 ug/L (below Caution; no advisory)09/14/2018: Non-Detect (no advisory)08/21/2018: 0.13 ug/L (below advisory)08/07/2018: Not sampled due to fire in area07/17/2018: Non-Detect07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - 0.10 ug/L*12/19/2017 - 0.11 ug/L**(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",none,Clear Lake - Glenhave Site (GH),2018-10-16,Analytical,TRUE,Historical,>90 days
1718,5,17,39.089696000000004,-122.79611,2018-01-23,No,No,Lake,Clear Lake  - Lucerne Harbor Park (LUC01),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.20 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: 0.24 ug/L (below Caution, no advisory)10/03/2018: 0.11 ug/L (below Caution, no advisory)09/18/2018: 0.13 ug/L (below Caution, no advisory)09/14/2018: Non-Detect (no advisory)08/21/2018: Non-Detect 08/07/2018: Not sampled due to fire in area07/17/2018: Non-Detect07/02/2018: Non-Detect06/19/2018: Non-Detect06/04/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect03/20/2018 - Non-Detect02/20/2018 - 0.10 ug/L*01/23/2018 - Non-Detect12/19/2017 - Non-Detect*(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",none,Clear Lake - Lucerne Harbor Park (LUC01),2018-12-11,Analytical,TRUE,Historical,>90 days
1719,5,17,39.0632,-122.86611,2018-01-23,No,No,Lake,Clear Lake - Upper Arm in Center of Lake (DWR Site CL-01),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis for this site:12/11/2018: 0.32 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summertime cyanobacteria monitoring. Lab results for Microcystin analysis for this site:10/16/2018: Non-Detect (no advisory)10/03/2018: Not Sampled09/18/2018: 0.14 ug/L (below Caution, no advisory)08/21/2018: Non-Detect06/19/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.11 ug/L**(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",none,Clear Lake - Upper Arm in Center of Lake (DWR Site CL-01),2018-12-11,Analytical,TRUE,Historical,>90 days
1720,5,17,38.9643,-122.67888,2018-01-23,No,No,Lake,Clear Lake - Lower Arm in Center of Lake (DWR Site CL-03),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis of this site:12/11/2018: 0.36 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summertime cyanobacteria monitoring. Lab results for Microcystin analysis of this site:10/16/2018: 0.10 (below Caution, no advisory)10/10/2018: Not sampled09/18/2018: 0.13 ug/L (below advisory levels)08/21/2018: 0.67 ug/L (below advisory levels)06/19/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.16 ug/L (below Caution advisory level of 0.8 ug/L)",none,Clear Lake - Lower Arm in Center of Lake (DWR Site CL-03),2018-12-11,Analytical,TRUE,Historical,>90 days
1721,5,17,39.0116,-122.69611,2018-01-23,No,No,Lake,Clear Lake - Oaks Arm in Center of Lake (DWR Site CL-04),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. Lab results for Microcystin analysis of this site:12/11/2018: 0.36 ug/L (below advisory level)11/14/2018: Non-Detect10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summertime cyanobacteria monitoring. Lab results for Microcystin analysis of this site:10/16/2018: 0.15 ug/L (below Caution, no advisory)10/03/2018: Not sampled09/18/2018: 0.16 ug/L (below advisory levels)08/21/2018: 4.7 ug/L (above Caution level)06/19/2018: Non-Detect05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.Lab results for Microcystin analysis:05/21/2018 - Non-Detect04/17/2018 - Non-Detect02/20/2018 - Non-Detect01/23/2018 - Non-Detect12/19/2017 - 0.10 ug/L* *(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",none,Clear Lake - Oaks Arm in Center of Lake (DWR Site CL-04),2018-12-11,Analytical,TRUE,Historical,>90 days
1722,5,34,38.5996027,-121.505,2018-04-15,No,Yes,River,sacramento river by american river bridge,Sacramento County and American River Parkway,Sacramento County and American River Parkway,Yes,"Update 05/03/2018: Incident resolved. No HAB present. Sacramento County Department of Regional Parks staff will continue to monitor site conditions, as necessary. Update 04/10/2018:  Recent rain event has flooded the area around Discovery Park.  Any material trapped in area between Steelhead Creek and American River as flood waters recede will begin to oxidize and produce foul odors as it dries out.   Sacramento County Department of Regional Parks has been contacted and their staff will investigate and monitor site conditions. 04/09/2018: Anonymous report of HAB with strong septic smell. No contact information provided by reporting party. Flows in Sac and American rivers high due to recent rain events.  RB staff cannot visit the site due to safety concerns but Sac County Dept of Reg Parks notified of concerns.",none,Confluence of Sacramento River and American River (under bridge),2018-04-09,No Bloom,TRUE,Historical,>90 days
1723,4,19,34.097682,-118.26503,2018-04-09,No,No,Reservoir,Silver Lake,Los Angeles Department of Water and Power,NA,No,"As of 4/19/18, LA Dept. of Water and Power determined that the green discoloration of reservoir is due to algae growth and not cyanobacteria. The water body has not been used as drinking water source since 2013 and is fenced off. No sign is posted - there is no water access for people and dogs.",none,Silver Lake Reservoir,2018-04-19,Analytical,TRUE,Historical,>90 days
1724,5,17,39.019445,-122.68681,2018-04-18,No,No,Lake,Clearlake Oaks at Hillside Lane and Highway 20,Lake County Department of Water Resources and Lake County Watershed Protection Division,Lake County,Yes,09/14/2018 - No further reports from this citizen for this area.04/18/2018 - Private citizen reported small clumps of Dolichospermum sp. suspended in water column.,none,Clearlake Oaks at Hillside Lane & Hwy 20,2018-04-18,Observation,TRUE,Historical,>90 days
1725,5,28,38.505581,-122.12255999999999,2018-04-21,No,No,Lake/Reservoir,Lake Berryessa Markley Canyon Area,USBR,"USBR, Putah Creek State Wildlife Area",Yes,"05/11/2018 UPDATE: USBR staff sampled at 6 locations along the Markley Canyon Arm on April 26.  Water samples revealed mostly flagellated algae.  A few filaments of Aphanizomenon sp. were found at three sites. Based on the findings in the water samples, no toxin testing was conducted.04/23/2018 - Suspected blooms reported in coves along the shoreline areas of Markley Canyon in Lake Berryessa, and opposite Markley Canyon on the north side. Information reported to USBR Lake Berryessa Park Manager and Water Quality team for investigation.",none,Lake Berryessa - Markley Canyon Arm (coves along shoreline),2018-05-23,Observation,TRUE,Historical,>90 days
1726,5,57,38.567832,-121.76677,2018-04-19,No,Yes,Storm Drainage Ditch,North Davis Ditch Open Space Habitat,City of Davis,City of Davis,Yes,"05/09/2018 UPDATE - Toxin test results for total microcystin and cylindrospermopsin were non-detect. This case is considered closed.05/08/2018 UPDATE - low abundance of Phormidium sp. and Anabaena sp. (cyanobacteria) observed in ditch downstream of Sycamore Lane. Toxin test results for anatoxin-a and saxitoxin were negative. Results for total microcystin and cylindrospermopsin are pending. City of Davis posted temporary warning signs at trail entrance near Sycamore Lane advising pet owners to keep pets leashed and out of the water.05/02/2018 - SUSPECTED bloom.  Pet dog got ill after drinking and playing in water on April 19.  No site reconnaissance has occurred as of yet, and no samples collected. Information reported to OEHHA, Yolo County Environmental Health, and City of Davis Public Works.",city of davis posted warning signs,North Davis Ditch near Sycamore Lane,2018-05-04,Observation,TRUE,Historical,>90 days
1727,8,33,33.669278,-117.36211,2018-05-03,Yes,Yes,Lake,Lake Elsinore,City of Elsinore,City of Elsinore,No,"UPDATE 6/29/18: Regional Water Board conducted water monitoring at locations around the lake. Lab testing detected cyanotoxins at levels ranging from Caution to Warning levels, highest detections at La Laguna Boat Ramp. Warning advisory signs recommended. UPDATE 5/29/2018: Minor fish kill observed at County side, West Marina, Whiskers Fishing Beach and in the Inlet Channel. For more information visit: http://www.lake-elsinore.org/city-hall/city-departments/community-services/lake-watch-2016",warning - recommended,Lake Elsinore,2018-08-10,Observation,TRUE,Historical,>90 days
1728,5,17,38.985278,-122.67656,2018-04-19,No,No,Lake,Borax Lake,Lake County and Private Owner Borax Lake LLC,Private owner Borax Lake LLC,Yes,09/28/2018: No further updates on this lake.  Event is considered closed.05/09/2018:  Cyanobacteria still present in lake. Recommend the public not let pets swim in the lake or drink the water.  The water has not been tested for toxins as the lake is private property.  05/03/2018:  SUSPECTED BLOOM based on visual observation and the presence of multiple potential toxin-producing cyanobacteria genera identified under the microscope.  Notified Lake County DWR and Public Health so they are aware of situation.  Uncertain if public access is permitted to lake for contact recreation.  Waterbody may be privately owned.,none,Borax Lake,2018-05-08,Observation under microscope,TRUE,Historical,>90 days
1729,6,9,38.928889,-120.009,2018-05-10,Yes,Yes,Lagoons,Tahoe Keys,Tahoe Keys Property OwnersAssociation (TKPOA),Tahoe Keys Property OwnersAssociation (TKPOA),No,"UPDATE: Monitoring results on 5/30/18 detected no cyanotoxins present at the routine monitoring sites. Regional Water Board advised TKPOA to maintain posting of 'caution' signs based on the secondary triggers of visible indicators of bloom (precautionary measure).On 5/15/18, the water manager reported that water testing detected low levels of cyanotoxins in three locations within the lagoon system. Posting of CAUTION signs are recommended and posted near water access. Monitoring will continue and this record will be updated with new data as available.",caution,Tahoe Keys West Channel Lagoons,2018-05-30,Analytical,TRUE,Historical,>90 days
